id,medium,url,headline,kicker,teaser,llm_topic,baseline_topic
531,correctiv,https://correctiv.org/faktencheck/2025/10/30/fakes-auf-tiktok-angebliche-kilometersteuer-fuer-autofahrer-gibt-es-nicht/,Fakes auf Tiktok: Angebliche Kilometersteuer für Autofahrer gibt es nicht,AUS DER COMMUNITY,"In Videos auf Tiktok wird behauptet, pro gefahrenen Kilometer im Auto müsse man ab Dezember acht Cent Steuern zahlen. Das hätte Bundeskanzler Friedrich Merz angekündigt. Das ist erfunden, hinter der Falschbehauptung steckt eine bekannte Masche.",Steuern,Politik & Regierung
523,correctiv,https://correctiv.org/faktencheck/2025/11/14/erika-steinbach-wollte-alnatura-boykottieren-und-verdrehte-dabei-ein-ereignis-aus-2019/,Erika Steinbach wollte Alnatura boykottieren – und verdrehte dabei ein Ereignis aus 2019,WIRTSCHAFT UND UMWELT,"Der Biomarkt Alnatura wolle keine AfD-Wählerinnen und -wähler als Kunden, behauptete die AfD-Politikerin Steinbach. Das ist falsch. Eine Sprecherin bestätigt, dass sich das Unternehmen nie so geäußert hat. 2019 nahm man jedoch Produkte eines AfD-Funktionärs aus dem Sortiment.",AfD,
604,correctiv,https://correctiv.org/faktencheck/2025/12/05/gebetsruf-auf-weihnachtsmarkt-nein-video-hat-anderen-kontext/,"Gebetsruf auf Weihnachtsmarkt? Nein, Video hat anderen Kontext",GESELLSCHAFT,"Ein Video, das einen islamischen Gebetsruf auf einem Weihnachtsmarkt zeigen soll, sorgt online für anti-muslimische Hetze. Doch die Aufnahme ist nicht nur alt, sie ist auch nicht auf einem Weihnachtsmarkt entstanden.",Islam und Muslime,
595,correctiv,https://correctiv.org/faktencheck/2025/12/16/foto-von-mann-in-pakistan-trikot-zeigt-nicht-taeter-von-sydney/,Foto von Mann in Pakistan-Trikot zeigt nicht Täter von Sydney,GESELLSCHAFT,"Auf X verbreiten zahlreiche Konten Fotos von einem der mutmaßlichen Täter von Sydney, doch nicht alle Fotos zeigen ihn tatsächlich. Aufgrund der Falschinformation fürchtet ein Unbeteiligter um seine Sicherheit.",Falschidentifikation in Sozialen Medien,Online-Sicherheit & Betrug
516,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/was-sind-fake-news-101.html,Ältere besonders anfällig?,Verbreitung von Fake News,"Die Forscherin Pia Lamberty warnt im faktenfinder-Podcast, die ältere Generation werde übersehen, wenn es um die Bekämpfung von Fake News geht. Zudem müssten Medien klar benennen, was falsch sei.",Medienkompetenz,
495,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/israel-hamas-social-media-100.html,Warum pro-palästinensische Posts dominieren,Krieg in sozialen Netzwerken,"Seit dem Angriff der militant-islamistischen Hamas ist der Krieg in Nahost auch in den sozialen Netzwerken allgegenwärtig. Erste Analysen zeigen, dass die pro-palästinensische Seite dort deutlich die Oberhand besitzt.",Nahostkonflikt in Sozialen Medien,
490,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/who-pandemievertrag-100.html,Woran es beim Pandemievertrag noch hakt,Geplantes WHO-Abkommen,Eigentlich sollte der Pandemievertrag der WHO Ende Mai verabschiedet werden - doch die Zeit drängt. Vor allem bei den Themen Verteilungsgerechtigkeit und Patentrechte liegen die Ansichten weit auseinander.,Pandemieverträge und Pandemievorsorge,
467,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/sonnencreme-hautkrebs-100.html,Wie gut schützt Sonnencreme vor Hautkrebs?,Mythen zum Thema Sonnenschutz,"Immer wieder heißt es, Sonnencreme würde nicht vor Hautkrebs schützen. Einige behaupten sogar, sie würde Hautkrebs fördern. Doch das ist falsch. Allerdings ist Sonnencreme allein nicht ausreichend.",Hautkrebs,
482,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/ukraine-fluechtlinge-auto-100.html,Ukrainer bekommen nicht generell ein Auto bezahlt,Jobcenter dementiert,"Posts in sozialen Medien behaupten, dass Jobcenter allen ukrainischen Flüchtlingen den Autokauf finanzieren. Als Kronzeuge wird ein Gebrauchtwagenhändler genannt - der spricht inzwischen aber von einem ""Missverständnis"".",Ukrainische Flüchtlinge,
340,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/jahrestag-hamas-angriff-desinformation-100.html,Ein Krieg begleitet von Desinformation,Jahrestag des 7. Oktober,Falschbehauptungen und Verschwörungsnarrative spielen seit dem Angriff der Hamas am 7. Oktober 2023 auf Israel eine große Rolle beim Krieg in Nahost. Eine Bilanz über Strategien und weit verbreitete Postings.,Israel-Gaza-Konflikt,
390,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/silvester-boellern-auswirkungen-102.html,Welche Folgen hat das Böllern wirklich?,Von Verletzungen bis Feinstaub,"Feinstaub, ängstliche Tiere, volle Krankenhäuser: Jedes Jahr wird zum Jahreswechsel über die Auswirkungen von Feuerwerkskörpern diskutiert. Aber wie gravierend sind die Folgen des Böllerns wirklich?",Auswirkungen von Feuerwerk,
361,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/ezb-digitaler-euro-104.html,Wie mit dem digitalen Euro Ängste geschürt werden,Desinformation,Die Vorbereitungsphase für die Einführung einer europäischen digitalen Währung soll im Herbst enden. Für Verschwörungsideologen ein Untergangsszenario. Dabei sind die Pläne noch gar nicht abgeschlossen,Digitale Währung,
325,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/soeder-spahn-nius-100.html,Manipulierte Söder-Zitate in sozialen Netzwerken,Aussagen aus Pressekonferenz,Von einer Pressekonferenz des bayerischen Ministerpräsidenten Söder kursieren im Netz derzeit zwei sinnentstellte Zitate. So soll er angeblich stark gegen Spahn wegen der Maskenaffäre ausgeteilt haben. Doch das stimmt nicht.,Manipulierte Zitate,
624,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/grossbritannien-polizei-fake-100.html,,,"""In England kamen Polizisten zu einem Haus, weil die Tochter vor Monaten nur einen Social-Media-Post angesehen hatte - nicht kommentiert, nicht geteilt."" Das behaupten mehrere reichweitenstarke Nutzer in den sozialen Netzwerken - sowohl englischsprachige als auch deutsche. Dazu teilen sie ein gut einminütiges Video, das diese Behauptung angeblich beweisen soll. Doch das ist irreführend.",Soziale Medien und Strafverfolgung,
107,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-wir-sind-erreichbar,SRA7o7k",Wir sind erreichbar,,Haben Sie Hinweise auf Falschbehauptungen? Oder haben Sie einen Fehler entdeckt? Schreiben Sie uns!,Kontaktinformation,
299,br-faktenfuchs,"https://www.br.de/nachrichten/wirtschaft/faktenfuchs-wie-effizient-ist-windenergie,TBxRJZB",Wie effizient ist Windenergie?,,"Kritiker der Windenergie bezweifeln, dass sich diese Energieform rentiert. Im Netz wird behauptet, Windräder verbrauchten bei der Herstellung mehr CO2, als sie später einsparen. Und die Windkraft lohne sich auch finanziell nicht. Ein #Faktenfuchs.",Windenergie,
243,br-faktenfuchs,"https://www.br.de/nachrichten/netzwelt/warum-sich-flat-earth-theorien-jetzt-auch-auf-tiktok-verbreiten,TZKHRzC",Warum sich Flat-Earth-Theorien jetzt auch auf TikTok verbreiten,,"Der Glaube, die Erde sei flach, ist uralt – und so etwas wie der Klassiker unter den Verschwörungstheorien. Seit Kurzem verbreiten sich sogenannte Flat-Earth-Inhalte auch auf TikTok. Warum glauben junge Leute daran?",Verschwörungstheorien,Verschwörungstheorien
273,br-faktenfuchs,"https://www.br.de/nachrichten/wirtschaft/wie-eine-angebliche-bargeldabschaffung-aengste-schueren-soll,Tnk5Nj8",Wie eine angebliche Bargeldabschaffung Ängste schüren soll,,"Rechtspopulisten warnen vor einer angeblich drohenden Bargeldabschaffung, um Angst vor ""totaler Überwachung"" zu verbreiten. Wieso sich dieses Thema so gut dafür eignet und welche Rolle Verschwörungstheorien dabei spielen. Ein #Faktenfuchs.",Bargeld,
233,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-was-ist-eigentlich-mobilfunkstrahlung-und-5g,U3hSTGl",Was ist eigentlich Mobilfunkstrahlung und 5G?,,"Die neuen 5G-Mobilfunknetze decken mittlerweile fast gesamt Deutschland ab. Doch was ist eigentlich Mobilfunkstrahlung, wie funktioniert dieses Netz und was ist 5G? Ein #Faktenfuchs.",Mobilfunkstrahlung und 5G,
208,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/faktenfuchs-mehrere-tausend-hitzetote-pro-jahr,UHYM6HH",Mehrere Tausend Hitzetote pro Jahr,,"Sobald es im Sommer richtig heiß wird, beginnen die Diskussionen: Die einen warnen vor Tausenden Toten, die anderen vor Panikmache. Beide Seiten hantieren mit Zahlen, die ihre Sicht stützen. Was stimmt? Und warum sind die Zahlen so unterschiedlich?",Hitzetodesfälle,
185,br-faktenfuchs,"https://www.br.de/nachrichten/netzwelt/deepfake-von-merz-was-bedeutet-er-fuer-den-bundestagswahlkampf,UUCtkLv",Deepfake von Merz - was bedeutet er für den Bundestagswahlkampf?,,Ein SPD-Abgeordneter teilte einen Deepfake von CDU-Kanzlerkandidat Friedrich Merz und wird dafür kritisiert. Welche Rolle werden Deepfakes voraussichtlich im Bundestagswahlkampf spielen? Ein #Faktenfuchs.,Deepfakes im Wahlkampf,
161,br-faktenfuchs,"https://www.br.de/nachrichten/netzwelt/satire-mit-ki-fakes-zwischen-humor-und-falschinformation-ein-faktenfuchs,UcaRubR",Satire mit KI-Fakes: Zwischen Humor und Falschinformation,,KI-Bilder von Karl Lauterbach oder Frank-Walter Steinmeier: Auf Social Media machen solche Fakes im Wahlkampf Stimmung. Die Grenze zwischen Satire und Falschinformation ist nicht einfach zu ziehen. Doch es gibt Hinweise. Ein #Faktenfuchs.,KI-generierte Deepfakes,
141,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/die-butscha-luegen-der-prorussischen-propaganda-faktenfuchs,UjqMHbV",Die Butscha-Lügen der prorussischen Propaganda,,"In Butscha, einem Vorort von Kiew, töteten russische Soldaten im Frühjahr 2022 Zivilisten. Die Belege dafür sind umfassend und öffentlich zugänglich. Dennoch verzerren prorussische Akteure — auch in Deutschland — weiterhin die Fakten. Warum?",Kriegsverbrechen Ukraine,
584,br-faktenfuchs,"https://www.br.de/nachrichten/bayern/soeders-aussagen-beim-ard-sommerinterview-im-faktencheck,UuoBSW8",Söders Aussagen beim ARD-Sommerinterview im Faktencheck,,Viele der Aussagen von CSU-Chef Markus Söder halten einer Überprüfung stand. Bei der Aufnahme von Migranten liegt Bayern aber hinter NRW - und bei seinen Äußerungen zu Ukrainern und der Wärmepumpe lässt er Kontext weg.,Söder Wahlkampf,
99,correctiv,https://correctiv.org/faktencheck/2025/03/04/kein-wahlbetrug-meldung-ueber-3-000-entsorgte-afd-stimmzettel-in-der-elbe-ist-erfunden/,Kein Wahlbetrug: Meldung über 3.000 entsorgte AfD-Stimmzettel in der Elbe ist erfunden,BUNDESTAGSWAHL 2025,"Angeblich wurden in Magdeburg nach der Bundestagswahl 2025 über 3.000 AfD-Stimmzettel in der Elbe gefunden und nach Dresden gebracht. Das ist erfunden, weder die Polizei in Magdeburg noch die Stadtverwaltung in Dresden meldeten einen solchen Vorfall.",Wahlbetrug,Wahlen & Wahlkampf
82,correctiv,https://correctiv.org/faktencheck/2025/03/21/70-prozent-in-deutschland-wollen-tesla-kaufen-umfrage-wurde-mutmasslich-manipuliert/,70 Prozent in Deutschland wollen Tesla kaufen? Umfrage wurde mutmaßlich manipuliert,FAKTENCHECK,"Auf X heißt es, 70 Prozent der Befragten hätten in einer Umfrage des Nachrichtenportals T-Online angegeben, einen Tesla kaufen zu wollen. Doch T-Online vermutet Manipulation. Andere Zahlen sprechen für die zunehmende Unbeliebtheit des E-Auto-Herstellers.",Tesla,
65,correctiv,https://correctiv.org/faktencheck/2025/04/09/un-charta-feindstaatenklausel-ist-spaetestens-seit-1995-hinfaellig/,UN-Charta: Feindstaatenklausel ist spätestens seit 1995 hinfällig,FAKTENCHECK,"Ist es Russland per UN-Charta erlaubt, in Deutschland militärisch zu intervenieren, wenn die Regierung Taurus-Raketen an die Ukraine liefern würde? Das behaupten Nutzerinnen und Nutzer in Sozialen Netzwerken. Angeblich wäre das über die Feindstaatenklausel möglich. Doch die ist seit Jahrzehnten hinfällig.",Vereinte Nationen,
47,correctiv,https://correctiv.org/faktencheck/2025/05/07/blue-origin-wie-viel-co2-verursachte-katy-perrys-weltraumflug/,Blue Origin: Wie viel CO2 verursachte Katy Perrys Weltraumflug?,FAKTENCHECK,"Blue Origin schickte Mitte April die Popsängerin Katy Perry und fünf weitere Frauen ins All. Im Anschluss verbreiten sich Behauptungen zum CO2-Fußabdruck der „New Shepard“-Rakete, auch Ricarda Lang teilte eine solche. Was über die Umweltauswirkungen des Weltraum-Ausflugs bekannt ist.",Weltraumtourismus,
30,correctiv,https://correctiv.org/faktencheck/2025/06/12/covid-19-nein-die-eu-hat-den-astrazeneca-impfstoff-nicht-verboten/,"Covid-19: Nein, die EU hat den Astrazeneca-Impfstoff nicht verboten",FAKTENCHECK,"Im Netz heißt es, dass der Covid-19-Impfstoff von Astrazeneca in Europa verboten wurde und der Konzern zugeben musste, dass der Impfstoff „gefährlich“ sei. Doch das Ende der Zulassung wurde vom Hersteller selbst beantragt.",COVID-19-Impfstoff,
12,correctiv,https://correctiv.org/faktencheck/2025/07/17/nein-die-rheinbahn-verlost-keine-6-monats-tickets-fuer-235-euro/,"Nein, die Rheinbahn verlost keine 6-Monats-Tickets für 2,35 Euro",FAKTENCHECK,"Ein Facebook-Beitrag wirbt mit „unbegrenzten Fahrten für nur 2,35 Euro“ mit der Rheinbahn in Düsseldorf. Dahinter steckt eine internationale Betrugsmasche, um an persönliche Daten und Kreditkarten-Informationen zu kommen.",Betrügereien im Internet,
565,correctiv,https://correctiv.org/faktencheck/2025/08/13/warum-es-keine-option-ist-auf-sonnencreme-zu-verzichten-und-welche-unterschiede-es-gibt/,"Warum es keine Option ist, auf Sonnencreme zu verzichten – und welche Unterschiede es gibt",GESUNDHEIT,"Influencer Fabian Kowallik behauptet, Sonnencreme mit dem Inhaltsstoff Octocrylen sei krebserregend. Das stimmt so nicht – empfohlen ist bisher nur, dass solche Cremes nach Ablauf des Verfallsdatums entsorgt werden sollten. Zudem gibt es Alternativen.",Sonnencreme und UV-Schutz,
548,correctiv,https://correctiv.org/faktencheck/2025/10/07/mick-jagger-angebliche-schweigeminute-fuer-charlie-kirk-ist-erfunden/,Mick Jagger: Angebliche Schweigeminute für Charlie Kirk ist erfunden,GESELLSCHAFT,"Nach dem Attentat auf den extrem rechten Aktivisten Charlie Kirk wurden zahlreiche Falschbehauptungen geteilt. Darunter etwa, dass Mick Jagger eine Schweigeminute abgehalten habe. Das stimmt nicht.",Falschmeldungen über Prominente,Desinformation & Falschmeldungen
530,correctiv,https://correctiv.org/faktencheck/2025/10/31/geruechtekiller-7-krabbeln-spinnen-wieder-aus-dem-staubsauger-raus/,Gerüchtekiller #7: Krabbeln Spinnen wieder aus dem Staubsauger raus?,GERÜCHTEKILLER,"Wenn es kälter wird, scheinen Spinnen vermehrt in die Häuser und Wohnung zu kommen, wo sie bei einigen Menschen Hektik auslösen. Die rücken ihnen dann oft mit einem Staubsauger zu Leibe. Viele fragen sich: Bleiben die Spinnen im Beutel oder können sie wieder entkommen?",Spinnen,
603,correctiv,https://correctiv.org/faktencheck/2025/12/08/geruechtekiller-8-ist-es-schaedlich-mit-den-fingerknoecheln-zu-knacken/,"Gerüchtekiller #8: Ist es schädlich, mit den Fingerknöcheln zu knacken?",GERÜCHTEKILLER,Mit den Fingerknöcheln zu knacken soll angeblich Arthrose verursachen oder anderweitig schädlich für die Gelenke sein. Stimmt das?,Gesundheit,Gesundheit & Wissenschaft
